I CONS(MU) CONS(NBAR(1)) CONS(NBAR(2)) CONS(NBAR(3)) quadKx quadKy quadKz
 1.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.1991050288171213E-001 0.1618474577539611E-001 -.7683417438249024E-002
 2.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2051188741049509E-001 0.1422379140052198E-001 -.7609572815078746E-002
 3.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2111327194233012E-001 0.1226283702423539E-001 -.7535600782475282E-002
 4.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2171465647121510E-001 0.1030188265289306E-001 -.7461756228107293E-002
 5.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2231604100066020E-001 0.8340928273849526E-002 -.7387845702591257E-002
 6.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2291742552959571E-001 0.6379973900946574E-002 -.7313936361085720E-002
 7.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2351881005935336E-001 0.4419019523933441E-002 -.7240091822814147E-002
 8.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2412019458917542E-001 0.2458065147571444E-002 -.7166119648822355E-002
 9.000000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2472157911904264E-001 0.4971107726754521E-003 -.7092275320070248E-002
 10.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2532296364697670E-001 -.1463843597813753E-002 -.7018427307139610E-002
 11.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2592434817835012E-001 -.3424797977193565E-002 -.6944458862889862E-002
 12.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2652573270602290E-001 -.5385752351717106E-002 -.6870611053049162E-002
 13.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2712711723600052E-001 -.7346706725296117E-002 -.6796642517828643E-002
 14.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2772850176486009E-001 -.9307661100303058E-002 -.6722794530610082E-002
 15.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2832988629739194E-001 -.1126861547334219E-001 -.6648946432214311E-002
 16.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2893127082427300E-001 -.1322956985037525E-001 -.6574978087124601E-002
 17.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.2953265535503463E-001 -.1519052421772451E-001 -.6501129972970044E-002
 18.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3013403988497513E-001 -.1715147860539617E-001 -.6427223051063607E-002
 19.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3073542441272172E-001 -.1911243298423135E-001 -.6353313530882694E-002
 20.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3133680894277221E-001 -.2107338735831352E-001 -.6279469084520273E-002
 21.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3193819347310559E-001 -.2303434172868062E-001 -.6205497244266525E-002
 22.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3253957800349493E-001 -.2499529610535643E-001 -.6131649089597059E-002
 23.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3314096253216153E-001 -.2695625048140544E-001 -.6057742236619766E-002
 24.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3374234706335655E-001 -.2891720484325589E-001 -.5983832751639020E-002
 25.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3434373159298439E-001 -.3087815922865334E-001 -.5909988319007646E-002
 26.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3494511612136917E-001 -.3283911359618259E-001 -.5836016380609039E-002
 27.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3554650065226192E-001 -.3480006798711707E-001 -.5762171864423410E-002
 28.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3614788517532532E-001 -.3676102235250108E-001 -.5688261475972715E-002
 29.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3674926971038947E-001 -.3872197672249479E-001 -.5614316349250563E-002
 30.00000000000000 0.1174999512508126E-005 0.0000000000000000E+000 0.9999999999732199 0.7318472863615533E-005 0.3735065423998352E-001 -.4068293110207631E-001 -.5540469801072449E-002
