# number of rays:       5
# iteration   ray    X              A              Y              B              T              D
         0      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      2  0.0000000E+00  0.0000000E+00  0.1000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      3  0.0000000E+00  0.0000000E+00  0.2000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00
         0      4  0.0000000E+00  0.0000000E+00  0.5000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00

        10      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        10      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        10      2  0.4298853E-07  0.1109655E-06  0.7842294E-03 -0.4415090E-04 -0.2476533E-03  0.1632543E-08
        10      3  0.1718676E-06  0.4433646E-06  0.1565631E-02 -0.8886453E-04 -0.9906115E-03  0.6531485E-08
        10      4  0.1070531E-05  0.2749183E-05  0.3864535E-02 -0.2320058E-03 -0.6191236E-02  0.4087933E-07

        20      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        20      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        20      2 -0.2530293E-06  0.7925945E-07  0.5592191E-03 -0.8778173E-04 -0.4930661E-03  0.3266422E-08
        20      3 -0.1012433E-05  0.3163546E-06  0.1112577E-02 -0.1766694E-03 -0.1972260E-02  0.1306834E-07
        20      4 -0.6340864E-05  0.1947016E-05  0.2678716E-02 -0.4610021E-03 -0.1232645E-01  0.8179287E-07

        30      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        30      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        30      2  0.6844887E-07 -0.3786018E-07  0.3276206E-03 -0.1303783E-03 -0.7362589E-03  0.4899227E-08
        30      3  0.2731902E-06 -0.1530141E-06  0.6462473E-03 -0.2623656E-03 -0.2945029E-02  0.1960073E-07
        30      4  0.1682339E-05 -0.1025586E-05  0.1458034E-02 -0.6839908E-03 -0.1840617E-01  0.1226705E-06

        40      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        40      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        40      2 -0.8822660E-07  0.9358498E-07  0.9216230E-04 -0.1714389E-03 -0.9772528E-03  0.6528599E-08
        40      3 -0.3516289E-06  0.3720348E-06  0.1722071E-03 -0.3449316E-03 -0.3909003E-02  0.2611904E-07
        40      4 -0.2139296E-05  0.2223903E-05  0.2183792E-03 -0.8980806E-03 -0.2443095E-01  0.1634439E-06

        50      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        50      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        50      2 -0.1978585E-06 -0.3230603E-07 -0.1443819E-03 -0.2104798E-03 -0.1216071E-02  0.8152339E-08
        50      3 -0.7909927E-06 -0.1314734E-06 -0.3038890E-03 -0.4233819E-03 -0.4864275E-02  0.3261434E-07
        50      4 -0.4920485E-05 -0.9200163E-06 -0.1024135E-02 -0.1100485E-02 -0.3040138E-01  0.2040500E-06

        60      0  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
        60      1  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
