 SGx1               SGx2              SGy1                SGy2              chrom_x            chrom_y            CONS(MU)           quad_Kx                 quad_Ky                 quad_Kz                  alpha_0              alpha_1            eta_1
 0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 -5.488793815327182 -5.484726555013194 0.1635648284944904 -.2642358053985938E-003 -.1173617175622734E-002 0.1029127376266327E-001 0.5865826778948489E-001 0.1616670399020037 0.9711469784073004
 0.000000000000000 0.1550000000000000E-001  0.000000000000000  0.000000000000000 -3.478552442746156 -3.661262539867168 0.1635648284944904 -.4464960489445873E-003 -.3637554202482050E-002 0.9458146977484998E-002 0.5865826778948489E-001 0.1010925577063413 0.9105724962116379
 0.000000000000000 0.3100000000000000E-001  0.000000000000000  0.000000000000000 -1.468311070165156 -1.837798524721167 0.1635648284944904 -.6287562924906254E-003 -.6101491229341712E-002 0.8625019785086927E-002 0.5865826778948489E-001 0.4051807551067895E-001 0.8499980140159755
 0.000000000000000 0.4650000000000000E-001  0.000000000000000  0.000000000000000 0.5419303024158474 -.1433450957516045E-001 0.1635648284944904 -.8110165360366759E-003 -.8565428256201045E-002 0.7791894907608611E-002 0.5865826778948489E-001 -.2005640668498304E-001 0.7894235318203136
 0.000000000000000 0.6200000000000000E-001  0.000000000000000  0.000000000000000  2.552171674996859  1.809129505570853 0.1635648284944904 -.9932767795826822E-003 -.1102936528305985E-001 0.6958768319988500E-002 0.5865826778948489E-001 -.8063088888064503E-001 0.7288490496246516
0.1550000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -3.525229738776649 -3.786823207099157 0.1635648284944904 -.4278354453935080E-003 -.2862986266734128E-002 0.7679480530010226E-002 0.5865826778948489E-001 -.8049389954665877E-001 0.7289860389586378
0.1550000000000000E-001 0.1550000000000000E-001  0.000000000000000  0.000000000000000 -1.514988366195636 -1.963359191953147 0.1635648284944904 -.6100956889394967E-003 -.5326923293593486E-002 0.6846353365092240E-002 0.5865826778948489E-001 -.1410683817423213 0.6684115567629753
0.1550000000000000E-001 0.3100000000000000E-001  0.000000000000000  0.000000000000000 0.4952530063854031 -.1398951768071108 0.1635648284944904 -.7923559324855244E-003 -.7790860320453142E-002 0.6013225919497104E-002 0.5865826778948489E-001 -.2016428639379833 0.6078370745673133
0.1550000000000000E-001 0.4650000000000000E-001  0.000000000000000  0.000000000000000  2.505494378966375  1.683568838338869 0.1635648284944904 -.9746161760315753E-003 -.1025479734731184E-001 0.5180098462323783E-002 0.5865826778948489E-001 -.2622173461336455 0.5472625923716511
0.1550000000000000E-001 0.6200000000000000E-001  0.000000000000000  0.000000000000000  4.515735751547400  3.507032853484891 0.1635648284944904 -.1156876419577578E-002 -.1271873437417128E-001 0.4346972915361750E-002 0.5865826778948489E-001 -.3227918283293082 0.4866881101759884
0.3100000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -1.561665662226124 -2.088919859185132 0.1635648284944904 -.5914350853887015E-003 -.4552355357846296E-002 0.5067400340400387E-002 0.5865826778948489E-001 -.3226548389953227 0.4868250995099739
0.3100000000000000E-001 0.1550000000000000E-001  0.000000000000000  0.000000000000000 0.4485757103548997 -.2654558440391103 0.1635648284944904 -.7736953289345884E-003 -.7016292384705405E-002 0.4234274381079919E-002 0.5865826778948489E-001 -.3832293211909857 0.4262506173143109
0.3100000000000000E-001 0.3100000000000000E-001  0.000000000000000  0.000000000000000  2.458817082935909  1.558008171106898 0.1635648284944904 -.9559555724806446E-003 -.9480229411564716E-002 0.3401147719134570E-002 0.5865826778948489E-001 -.4438038033866479 0.3656761351186487
0.3100000000000000E-001 0.4650000000000000E-001  0.000000000000000  0.000000000000000  4.469058455516934  3.381472186252922 0.1635648284944904 -.1138215816026666E-002 -.1194416643842439E-001 0.2568021086691247E-002 0.5865826778948489E-001 -.5043782855823111 0.3051016529229855
0.3100000000000000E-001 0.6200000000000000E-001  0.000000000000000  0.000000000000000  6.479299828097927  5.204936201398921 0.1635648284944904 -.1320476059572773E-002 -.1440810346528346E-001 0.1734894403817444E-002 0.5865826778948489E-001 -.5649527677779740 0.2445271707273226
0.4650000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.4018984143244334 -.3910165112710812 0.1635648284944904 -.7550347253836484E-003 -.6241724448957911E-002 0.2455437115654182E-002 0.5865826778948489E-001 -.5648157784439881 0.2446641600613085
0.4650000000000000E-001 0.1550000000000000E-001  0.000000000000000  0.000000000000000  2.412139786905409  1.432447503874904 0.1635648284944904 -.9372949689298171E-003 -.8705661475817247E-002 0.1622311653495991E-002 0.5865826778948489E-001 -.6253902606396512 0.1840896778656454
0.4650000000000000E-001 0.3100000000000000E-001  0.000000000000000  0.000000000000000  4.422381159486408  3.255911519020910 0.1635648284944904 -.1119555212475696E-002 -.1116959850267664E-001 0.7891855035376464E-003 0.5865826778948489E-001 -.6859647428353136 0.1235151956699830
0.4650000000000000E-001 0.4650000000000000E-001  0.000000000000000  0.000000000000000  6.432622532067453  5.079375534166944 0.1635648284944904 -.1301815456021750E-002 -.1363353552953557E-001 -.4394149939642357E-004 0.5865826778948489E-001 -.7465392250309764 0.6294071347432018E-001
0.4650000000000000E-001 0.6200000000000000E-001  0.000000000000000  0.000000000000000  8.442863904648492  6.902839549312975 0.1635648284944904 -.1484075699567686E-002 -.1609747255639475E-001 -.8770683738138250E-003 0.5865826778948489E-001 -.8071137072266393 0.2366231278657316E-002
0.6200000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000  2.365462490874956  1.306886836642949 0.1635648284944904 -.9186343653786902E-003 -.7931093540070289E-002 -.1569218089500568E-003 0.5865826778948489E-001 -.8069767178926532 0.2503220612643298E-002
0.6200000000000000E-001 0.1550000000000000E-001  0.000000000000000  0.000000000000000  4.375703863455957  3.130350851788946 0.1635648284944904 -.1100894608924612E-002 -.1039503056692820E-001 -.9900474405569249E-003 0.5865826778948489E-001 -.8675512000883162 -.5807126158301956E-001
0.6200000000000000E-001 0.3100000000000000E-001  0.000000000000000  0.000000000000000  6.385945236037001  4.953814866934987 0.1635648284944904 -.1283154852470788E-002 -.1285896759378850E-001 -.1823173678439251E-002 0.5865826778948489E-001 -.9281256822839785 -.1186457437786820
0.6200000000000000E-001 0.4650000000000000E-001  0.000000000000000  0.000000000000000  8.396186608617992  6.777278882080976 0.1635648284944904 -.1465415096016724E-002 -.1532290462064743E-001 -.2656299871126480E-002 0.5865826778948489E-001 -.9887001644796415 -.1792202259743448
0.6200000000000000E-001 0.6200000000000000E-001  0.000000000000000  0.000000000000000  10.40642798119893  8.600742897226942 0.1635648284944904 -.1647675339562908E-002 -.1778684164750774E-001 -.3489426990541383E-002 0.5865826778948489E-001 -1.049274646675304 -.2397947081700079
 0.000000000000000  0.000000000000000 -.2320000000000000E-001  0.000000000000000 -3.085580990040582 -3.159006679828007 0.1635648284944904 -.1608787267103206E-002 -.4654782679902266E-002 0.1038381491608218E-001 0.5865826778948489E-001 0.2100366735985072  1.019516612103804
 0.000000000000000 0.1550000000000000E-001 -.2320000000000000E-001  0.000000000000000 -1.075339617459576 -1.335542664682001 0.1635648284944904 -.1791047510649235E-002 -.7118719706761748E-002 0.9550687331748837E-002 0.5865826778948489E-001 0.1494621914028444 0.9589421299081410
 0.000000000000000 0.3100000000000000E-001 -.2320000000000000E-001  0.000000000000000 0.9349017551214419 0.4879213504640159 0.1635648284944904 -.1973307754195333E-002 -.9582656733620912E-002 0.8717559986935634E-002 0.5865826778948489E-001 0.8888770920718300E-001 0.8983676477124796
