I CONS(MU) CONS(NBAR(1)) CONS(NBAR(2)) CONS(NBAR(3)) quadKx quadKy quadKz
 1.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5409088140893554E-001 -.1182541455786710 0.3377192128510517E-002
 2.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5473131669465184E-001 -.1130493241365470 0.3343590648367534E-002
 3.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5537175198037000E-001 -.1078445026944299 0.3309989167782801E-002
 4.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5601218726608276E-001 -.1026396812522970 0.3276387687785813E-002
 5.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5665262255179730E-001 -.9743485981016391E-001 0.3242786207464024E-002
 6.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5729305783751496E-001 -.9223003836804962E-001 0.3209184728628803E-002
 7.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5793349312323066E-001 -.8702521692591106E-001 0.3175583247636497E-002
 8.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5857392840894318E-001 -.8182039548382103E-001 0.3141981766365675E-002
 9.000000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5921436369466133E-001 -.7661557404168753E-001 0.3108380288157750E-002
 10.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.5985479898037376E-001 -.7141075259960254E-001 0.3074778804513914E-002
 11.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6049523426609160E-001 -.6620593115743992E-001 0.3041177323404564E-002
 12.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6113566955180431E-001 -.6100110971535501E-001 0.3007575846906608E-002
 13.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6177610483751999E-001 -.5579628827319475E-001 0.2973974363428333E-002
 14.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6241654012323361E-001 -.5059146683104201E-001 0.2940372884458252E-002
 15.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6305697540895240E-001 -.4538664538893376E-001 0.2906771403925040E-002
 16.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6369741069466517E-001 -.4018182394678293E-001 0.2873169923681524E-002
 17.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6433784598038428E-001 -.3497700250470184E-001 0.2839568443914447E-002
 18.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6497828126609931E-001 -.2977218106253924E-001 0.2805966963576191E-002
 19.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6561871655181094E-001 -.2456735962043358E-001 0.2772365483020711E-002
 20.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6625915183752723E-001 -.1936253817837812E-001 0.2738764002744365E-002
 21.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6689958712324258E-001 -.1415771673617804E-001 0.2705162522439938E-002
 22.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6754002240895840E-001 -.8952895294069766E-002 0.2671561042035048E-002
 23.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6818045769467375E-001 -.3748073851869789E-002 0.2637959561852662E-002
 24.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6882089298038908E-001 0.1456747590301611E-002 0.2604358081280656E-002
 25.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.6946132826610341E-001 0.6661569032338537E-002 0.2570756600917385E-002
 26.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.7010176355181873E-001 0.1186639047436166E-001 0.2537155122484377E-002
 27.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.7074219883753491E-001 0.1707121191663269E-001 0.2503553641271171E-002
 28.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.7138263412325106E-001 0.2227603335869687E-001 0.2469952160133261E-002
 29.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.7202306940896487E-001 0.2748085480081028E-001 0.2436350678930748E-002
 30.00000000000000 0.6939179124873460E-002 0.0000000000000000E+000 -.9999999999999998 0.6877831637552845E-013 -.7266350469468080E-001 0.3268567624284983E-001 0.2402749198228370E-002
