I SGx1 SGy1 SGx2 EB1 CHROM_X CHROM_Y ALPHA0 ALPHA1 ETA1
 11.00000000000000 0.0000000000000000E+000 -.2000000000000000E-001 0.0000000000000000E+000  135.0000000000000 -29.80351688609752 -24.70180663811859 0.8515371008798255E-002 0.2732237443229476  1.121023433028347
 12.00000000000000 0.0000000000000000E+000 -.2200000000000001E-001 0.0000000000000000E+000  135.0000000000000 -29.88832586696912 -23.86434879496343 0.8515371008798255E-002 0.2744219078346440  1.122221596540043
 13.00000000000000 0.0000000000000000E+000 -.2400000000000001E-001 0.0000000000000000E+000  135.0000000000000 -29.97313484784058 -23.02689095180838 0.8515371008798255E-002 0.2756200713463388  1.123419760051738
 14.00000000000000 0.0000000000000000E+000 -.2600000000000001E-001 0.0000000000000000E+000  135.0000000000000 -30.05794382871206 -22.18943310865309 0.8515371008798255E-002 0.2768182348580336  1.124617923563433
 15.00000000000000 0.0000000000000000E+000 -.2800000000000001E-001 0.0000000000000000E+000  135.0000000000000 -30.14275280958358 -21.35197526549841 0.8515371008798255E-002 0.2780163983697300  1.125816087075129
 16.00000000000000 0.0000000000000000E+000 -.3000000000000001E-001 0.0000000000000000E+000  135.0000000000000 -30.22756179045516 -20.51451742234364 0.8515371008798255E-002 0.2792145618814257  1.127014250586825
 17.00000000000000 0.0000000000000000E+000 -.3200000000000001E-001 0.0000000000000000E+000  135.0000000000000 -30.31237077132663 -19.67705957918860 0.8515371008798255E-002 0.2804127253931217  1.128212414098521
 18.00000000000000 0.0000000000000000E+000 -.3400000000000002E-001 0.0000000000000000E+000  135.0000000000000 -30.39717975219811 -18.83960173603375 0.8515371008798255E-002 0.2816108889048167  1.129410577610216
 19.00000000000000 0.0000000000000000E+000 -.3600000000000002E-001 0.0000000000000000E+000  135.0000000000000 -30.48198873306968 -18.00214389287876 0.8515371008798255E-002 0.2828090524165121  1.130608741121911
 20.00000000000000 0.0000000000000000E+000 -.3800000000000002E-001 0.0000000000000000E+000  135.0000000000000 -30.56679771394124 -17.16468604972385 0.8515371008798255E-002 0.2840072159282078  1.131806904633607
 21.00000000000000 0.0000000000000000E+000 -.4000000000000002E-001 0.0000000000000000E+000  135.0000000000000 -30.65160669481272 -16.32722820656897 0.8515371008798255E-002 0.2852053794399037  1.133005068145303
 22.00000000000000 0.0000000000000000E+000 -.4200000000000002E-001 0.0000000000000000E+000  135.0000000000000 -30.73641567568421 -15.48977036341402 0.8515371008798255E-002 0.2864035429515995  1.134203231656998
 23.00000000000000 0.0000000000000000E+000 -.4400000000000003E-001 0.0000000000000000E+000  135.0000000000000 -30.82122465655579 -14.65231252025913 0.8515371008798255E-002 0.2876017064632955  1.135401395168695
 24.00000000000000 0.0000000000000000E+000 -.4600000000000003E-001 0.0000000000000000E+000  135.0000000000000 -30.90603363742722 -13.81485467710422 0.8515371008798255E-002 0.2887998699749904  1.136599558680389
 25.00000000000000 0.0000000000000000E+000 -.4800000000000003E-001 0.0000000000000000E+000  135.0000000000000 -30.99084261829873 -12.97739683394921 0.8515371008798255E-002 0.2899980334866850  1.137797722192084
 26.00000000000000 0.0000000000000000E+000 -.5000000000000003E-001 0.0000000000000000E+000  135.0000000000000 -31.07565159917034 -12.13993899079447 0.8515371008798255E-002 0.2911961969983809  1.138995885703780
 27.00000000000000 0.0000000000000000E+000 -.5200000000000003E-001 0.0000000000000000E+000  135.0000000000000 -31.16046058004187 -11.30248114763948 0.8515371008798255E-002 0.2923943605100763  1.140194049215475
 28.00000000000000 0.0000000000000000E+000 -.5400000000000003E-001 0.0000000000000000E+000  135.0000000000000 -31.24526956091334 -10.46502330448454 0.8515371008798255E-002 0.2935925240217718  1.141392212727171
 29.00000000000000 0.0000000000000000E+000 -.5600000000000004E-001 0.0000000000000000E+000  135.0000000000000 -31.33007854178481 -9.627565461329635 0.8515371008798255E-002 0.2947906875334675  1.142590376238867
 30.00000000000000 0.0000000000000000E+000 -.5800000000000004E-001 0.0000000000000000E+000  135.0000000000000 -31.41488752265640 -8.790107618174655 0.8515371008798255E-002 0.2959888510451636  1.143788539750562
