 SGx1               SGx2               SGy1               SGy2               spin_ref          spin_x                  spin_y                  spin_z
 0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.4318453372675890E-009 0.2472983068324552E-008 0.1298064988830561E-009
 0.000000000000000 0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.2581343472307651E-010 -.3003098297815754E-008 -.1011306871578910E-009
 0.000000000000000 0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -.3800381120910856E-009 -.8479653978987756E-008 -.3321328490013542E-009
0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 -.3104787260621578E-009 -.2133231896683796E-008 -.7242978439236936E-009
0.2000000000000000E-001 0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -.7160874115896831E-009 -.7610761243448394E-008 -.9554305679948527E-009
0.2000000000000000E-001 0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -.1121515741386858E-008 -.1308876490524469E-007 -.1186628240112952E-008
0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 -.1051807752006084E-008 -.6740416058637066E-008 -.1579242653315660E-008
0.4000000000000000E-001 0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -.1456993248272198E-008 -.1221939338602596E-007 -.1810570970928183E-008
0.4000000000000000E-001 0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 -.1861998333296810E-008 -.1769884502844654E-007 -.2041964181076494E-008
 0.000000000000000  0.000000000000000 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.1627690149330618E-008 -.7317028372089140E-009 0.3148349081438795E-009
 0.000000000000000 0.2000000000000000E-001 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.2034390989003043E-008 -.6197536817076355E-008 0.8395309447628563E-010
 0.000000000000000 0.4000000000000000E-001 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.2440911445189542E-008 -.1166384505646434E-007 -.1469936672382488E-009
0.2000000000000000E-001  0.000000000000000 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.2369418689029956E-008 -.5336183522830495E-008 -.5391243007579760E-009
0.2000000000000000E-001 0.2000000000000000E-001 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.2775696339440969E-008 -.1080346542781108E-007 -.7702017079669332E-009
0.2000000000000000E-001 0.4000000000000000E-001 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.3181793578610481E-008 -.1627122167557893E-007 -.1001343979956104E-008
0.4000000000000000E-001  0.000000000000000 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.3110152219099049E-008 -.9941633377641423E-008 -.1393924059511775E-008
0.4000000000000000E-001 0.2000000000000000E-001 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.3516006652493076E-008 -.1541036329100187E-007 -.1625196976995369E-008
0.4000000000000000E-001 0.4000000000000000E-001 -.3000000000000000E-001  0.000000000000000  0.000000000000000 -.3921680674645600E-008 -.2087956751939402E-007 -.1856534814770328E-008
 0.000000000000000  0.000000000000000 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.3687455257805894E-008 -.4004909459620620E-008 0.4998212399520696E-009
 0.000000000000000 0.2000000000000000E-001 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.4094825034606231E-008 -.9460495997704044E-008 0.2689947986578289E-009
 0.000000000000000 0.4000000000000000E-001 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.4502014400165066E-008 -.1491655685081916E-007 0.3810343707222330E-010
0.2000000000000000E-001  0.000000000000000 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.4428588301630398E-008 -.8607655810344284E-008 -.3539929183116186E-009
0.2000000000000000E-001 0.2000000000000000E-001 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.4835534861413748E-008 -.1406469032905200E-007 -.5850148976360714E-009
0.2000000000000000E-001 0.4000000000000000E-001 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.5242301009955597E-008 -.1952219919054698E-007 -.8161018250074648E-009
0.4000000000000000E-001  0.000000000000000 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.5168726335824658E-008 -.1321137138576844E-007 -.1208647543160524E-008
0.4000000000000000E-001 0.2000000000000000E-001 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.5575249650835445E-008 -.1866985388510045E-007 -.1439865088270764E-008
0.4000000000000000E-001 0.4000000000000000E-001 -.6000000000000000E-001  0.000000000000000  0.000000000000000 -.5981592637871458E-008 -.2412881069946415E-007 -.1671147553672370E-008
