I SPIN-TUNE(1) SPIN-TUNE(2) SPIN-TUNE(3)
 1.000000000000000 0.2072142860891153E-009 -.1173149397373640E-008 -.1039136588993056E-007
 2.000000000000000 0.2018769432182410E-009 -.1306428167007702E-008 -.1092370695777974E-007
 3.000000000000000 0.1965389239680532E-009 -.1439729248232231E-008 -.1145616428250013E-007
 4.000000000000000 0.1912011634258679E-009 -.1572997881495223E-008 -.1198836191409199E-007
 5.000000000000000 0.1858638709060201E-009 -.1706269769991170E-008 -.1252064734559741E-007
 6.000000000000000 0.1805260746186209E-009 -.1839553037190823E-008 -.1305297221445626E-007
 7.000000000000000 0.1751886069353243E-009 -.1972860481103870E-008 -.1358555574926414E-007
 8.000000000000000 0.1698502736241661E-009 -.2106148523303744E-008 -.1411785646518115E-007
 9.000000000000000 0.1645131813803882E-009 -.2239408834943427E-008 -.1465006273946649E-007
 10.00000000000000 0.1591753174595258E-009 -.2372706369954831E-008 -.1518250756446513E-007
 11.00000000000000 0.1538373207793779E-009 -.2506004271690844E-008 -.1571493909505784E-007
 12.00000000000000 0.1484998244125810E-009 -.2639302220157665E-008 -.1624743358541365E-007
 13.00000000000000 0.1431618277915136E-009 -.2772600187761078E-008 -.1677986571621666E-007
 14.00000000000000 0.1378245188968249E-009 -.2905877877249197E-008 -.1731220130978041E-007
 15.00000000000000 0.1324872845204950E-009 -.3039142809524757E-008 -.1784443140320503E-007
 16.00000000000000 0.1271491052427018E-009 -.3172463457854325E-008 -.1837704482845059E-007
 17.00000000000000 0.1218112426770920E-009 -.3305770851039628E-008 -.1890957854640799E-007
 18.00000000000000 0.1164735528661812E-009 -.3439040442246273E-008 -.1944179364090310E-007
 19.00000000000000 0.1111361735095745E-009 -.3572333833667790E-008 -.1997426174414019E-007
 20.00000000000000 0.1057980246531813E-009 -.3705657327751928E-008 -.2050690458383113E-007
 21.00000000000000 0.1004606940462853E-009 -.3838944558076016E-008 -.2103932333091112E-007
 22.00000000000000 0.9512273890971534E-010 -.3972247431027856E-008 -.2157180479536768E-007
 23.00000000000000 0.8978474231808236E-010 -.4105555184189668E-008 -.2210432499988574E-007
 24.00000000000000 0.8444735641687556E-010 -.4238849326578315E-008 -.2263679904375389E-007
 25.00000000000000 0.7910956470811296E-010 -.4372128260105205E-008 -.2316908548188449E-007
 26.00000000000000 0.7377215034744616E-010 -.4505426170190846E-008 -.2370158987758122E-007
 27.00000000000000 0.6843396683448820E-010 -.4638757205717421E-008 -.2423429625818921E-007
 28.00000000000000 0.6309599354494336E-010 -.4772062201351403E-008 -.2476679455769623E-007
 29.00000000000000 0.5775860280717843E-010 -.4905357072835094E-008 -.2529927455883370E-007
 30.00000000000000 0.5241988797628716E-010 -.5038689840627691E-008 -.2583193011510397E-007
