 SGx1               SGx2               SGy1               SGy2               spin_ref          spin_x                  spin_y                  spin_z
 0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.1270847590066106E-006 0.4986808101702100E-007 -.1813276091777727E-010
 0.000000000000000 0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.1060891113161336E-006 0.5034578549889535E-007 -.2027620953082288E-010
 0.000000000000000 0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.8508485774012114E-007 0.5082348998250441E-007 -.2241944954337050E-010
0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.8611600876926723E-007 0.5036884038675526E-007 -.1858501200158180E-010
0.2000000000000000E-001 0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.6529833804789012E-007 0.5084654486776224E-007 -.2072848446707520E-010
0.2000000000000000E-001 0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.4447206144574806E-007 0.5132424935223867E-007 -.2287169845877068E-010
0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.4585955748004703E-007 0.5086959975952529E-007 -.1903726525379068E-010
0.4000000000000000E-001 0.2000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.2521986373297397E-007 0.5134730424053227E-007 -.2118080320509530E-010
0.4000000000000000E-001 0.4000000000000000E-001  0.000000000000000  0.000000000000000  0.000000000000000 0.4571564102533870E-008 0.5182500872457502E-007 -.2332393913423436E-010
 0.000000000000000  0.000000000000000 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.1481679950915242E-006 0.4245968133120490E-007 -.1740115863901881E-010
 0.000000000000000 0.2000000000000000E-001 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.1270202742509677E-006 0.4293738581264556E-007 -.1954417096911021E-010
 0.000000000000000 0.4000000000000000E-001 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.1058639475244420E-006 0.4341509029668830E-007 -.2168765817975316E-010
0.2000000000000000E-001  0.000000000000000 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.1067234450253911E-006 0.4296044070050548E-007 -.1785300119544475E-010
0.2000000000000000E-001 0.2000000000000000E-001 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.8575370115480180E-007 0.4343814518194614E-007 -.1999650965645028E-010
0.2000000000000000E-001 0.4000000000000000E-001 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.6477535140127916E-007 0.4391584966598888E-007 -.2213990752883421E-010
0.4000000000000000E-001  0.000000000000000 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.6599119390477901E-007 0.4346120007370918E-007 -.1830548906900376E-010
0.4000000000000000E-001 0.2000000000000000E-001 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.4519942700762641E-007 0.4393890455428248E-007 -.2044882449134255E-010
0.4000000000000000E-001 0.4000000000000000E-001 -.7500000000000000E-001  0.000000000000000  0.000000000000000 0.2439905422667310E-007 0.4441660903875891E-007 -.2259215948000048E-010
 0.000000000000000  0.000000000000000 -.1500000000000000  0.000000000000000  0.000000000000000 0.1695483017117097E-006 0.3505128164322038E-007 -.1666917775686172E-010
 0.000000000000000 0.2000000000000000E-001 -.1500000000000000  0.000000000000000  0.000000000000000 0.1482485077215073E-006 0.3552898612639577E-007 -.1881250146981706E-010
 0.000000000000000 0.4000000000000000E-001 -.1500000000000000  0.000000000000000  0.000000000000000 0.1269401078440348E-006 0.3600669060913747E-007 -.2095612962674243E-010
0.2000000000000000E-001  0.000000000000000 -.1500000000000000  0.000000000000000  0.000000000000000 0.1276279518176542E-006 0.3555204101295464E-007 -.1712142753962365E-010
0.2000000000000000E-001 0.2000000000000000E-001 -.1500000000000000  0.000000000000000  0.000000000000000 0.1065061347965517E-006 0.3602974549396162E-007 -.1926472436436510E-010
0.2000000000000000E-001 0.4000000000000000E-001 -.1500000000000000  0.000000000000000  0.000000000000000 0.8537571189208212E-007 0.3650744997843805E-007 -.2140811833362122E-010
0.4000000000000000E-001  0.000000000000000 -.1500000000000000  0.000000000000000  0.000000000000000 0.8641990086434917E-007 0.3605280038615835E-007 -.1757369250121599E-010
0.4000000000000000E-001 0.2000000000000000E-001 -.1500000000000000  0.000000000000000  0.000000000000000 0.6547606081668336E-007 0.3653050486673165E-007 -.1971675774037340E-010
0.4000000000000000E-001 0.4000000000000000E-001 -.1500000000000000  0.000000000000000  0.000000000000000 0.4452361488608420E-007 0.3700820935077440E-007 -.2186037505527705E-010
