I SPIN-TUNE(1) SPIN-TUNE(2) SPIN-TUNE(3)
 1.000000000000000 0.7095555185382028E-010 0.2884025073488975E-009 0.1821827712880937E-008
 2.000000000000000 0.7657021494957559E-010 0.3108599691237733E-009 0.1962164525116925E-008
 3.000000000000000 0.8218074109237080E-010 0.3333095676681831E-009 0.2102488897024062E-008
 4.000000000000000 0.8779961797205672E-010 0.3557755260712105E-009 0.2242848221991407E-008
 5.000000000000000 0.9341434572183690E-010 0.3782334721744434E-009 0.2383192293506429E-008
 6.000000000000000 0.9902486129535499E-010 0.4006829735184343E-009 0.2523515028059916E-008
 7.000000000000000 0.1046408452068544E-009 0.4231431977032264E-009 0.2663861013849070E-008
 8.000000000000000 0.1102584172881893E-009 0.4456065858237388E-009 0.2804214767155661E-008
 9.000000000000000 0.1158730901620929E-009 0.4680641654615552E-009 0.2944553792576932E-008
 10.00000000000000 0.1214870589313888E-009 0.4905204424321554E-009 0.3084891151310107E-008
 11.00000000000000 0.1271025373065203E-009 0.5129800161261371E-009 0.3225241523342488E-008
 12.00000000000000 0.1327172487305874E-009 0.5354378738025185E-009 0.3365584608492725E-008
 13.00000000000000 0.1383319331851255E-009 0.5578955119601471E-009 0.3505924228338001E-008
 14.00000000000000 0.1439466438112876E-009 0.5803533539884418E-009 0.3646266982005282E-008
 15.00000000000000 0.1495579727210883E-009 0.6028046239914367E-009 0.3786596691814103E-008
 16.00000000000000 0.1551731790783650E-009 0.6252633548469783E-009 0.3926939901999956E-008
 17.00000000000000 0.1607866039068191E-009 0.6477187514250857E-009 0.4067278779901968E-008
 18.00000000000000 0.1664013272926855E-009 0.6701767047060758E-009 0.4207623357935916E-008
 19.00000000000000 0.1720173142619739E-009 0.6926369283369083E-009 0.4347969100541911E-008
 20.00000000000000 0.1776315514272117E-009 0.7150940730775164E-009 0.4488314516015311E-008
 21.00000000000000 0.1832496408491656E-009 0.7375584733617432E-009 0.4628670188563036E-008
 22.00000000000000 0.1888601819793618E-009 0.7600081884765212E-009 0.4768996350869125E-008
 23.00000000000000 0.1944790778427502E-009 0.7824742933891434E-009 0.4909357914637723E-008
 24.00000000000000 0.2000937926498669E-009 0.8049321744758213E-009 0.5049701331308185E-008
 25.00000000000000 0.2057085333575571E-009 0.8273902638343485E-009 0.5190048012314877E-008
 26.00000000000000 0.2113232345054205E-009 0.8498480388115150E-009 0.5330389800535699E-008
 27.00000000000000 0.2169345637218471E-009 0.8722993064055483E-009 0.5470719427116757E-008
 28.00000000000000 0.2225492878141390E-009 0.8947572618176733E-009 0.5611064005438696E-008
 29.00000000000000 0.2281645238734730E-009 0.9172162314755196E-009 0.5751410958119348E-008
 30.00000000000000 0.2337821435411189E-009 0.9396799628205585E-009 0.5891769723255513E-008
