 SGx1               SGx2               SGy1               SGy2               spin_ref          spin_x                  spin_y                  spin_z
 0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.3969672895953735E-008 0.1281618589032973E-008 0.3088634903392062E-010
 0.000000000000000 0.1000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000 -.2348802735641087E-008 0.1345569905497612E-008 -.9850842364045320E-011
 0.000000000000000 0.2000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000 -.8446137289563893E-008 0.1409521221962251E-008 -.5059228036508046E-010
0.1000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.2447635927271818E-008 0.1296270257800103E-008 0.3075373289362915E-010
0.1000000000000000E-002 0.1000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000 -.3642863094510673E-008 0.1360221546509166E-008 -.9983458504336795E-011
0.1000000000000000E-002 0.2000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000 -.9512221038621149E-008 0.1424172862973805E-008 -.5072495201652316E-010
0.2000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000  0.000000000000000 0.1017573275641226E-008 0.1310921898811657E-008 0.3062108899776206E-010
0.2000000000000000E-002 0.1000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000 -.4844949108573360E-008 0.1374873215276295E-008 -.1011610240020389E-010
0.2000000000000000E-002 0.2000000000000000E-002  0.000000000000000  0.000000000000000  0.000000000000000 -.1048633038736035E-007 0.1438824531740934E-008 -.5085756815681464E-010
 0.000000000000000  0.000000000000000 -.2000000000000000E-002  0.000000000000000  0.000000000000000 0.4787712587495108E-008 0.5755995680090109E-009 0.3515349122906741E-010
 0.000000000000000 0.1000000000000000E-002 -.2000000000000000E-002  0.000000000000000  0.000000000000000 -.1531946930422023E-008 0.6395508567180741E-009 -.5583228324113065E-011
 0.000000000000000 0.2000000000000000E-002 -.2000000000000000E-002  0.000000000000000  0.000000000000000 -.7630465398422714E-008 0.7035021731827129E-009 -.4632424999151397E-010
0.1000000000000000E-002  0.000000000000000 -.2000000000000000E-002  0.000000000000000  0.000000000000000 0.3242251994661771E-008 0.5902512090205647E-009 0.3502087508877594E-010
0.1000000000000000E-002 0.1000000000000000E-002 -.2000000000000000E-002  0.000000000000000  0.000000000000000 -.2849430941198605E-008 0.6542025254852035E-009 -.5715872219980156E-011
0.1000000000000000E-002 0.2000000000000000E-002 -.2000000000000000E-002  0.000000000000000  0.000000000000000 -.8719972743875815E-008 0.7181538419498423E-009 -.4645689388738106E-010
0.2000000000000000E-002  0.000000000000000 -.2000000000000000E-002  0.000000000000000  0.000000000000000 0.1788765746635335E-008 0.6049028777876941E-009 0.3488825894848446E-010
0.2000000000000000E-002 0.1000000000000000E-002 -.2000000000000000E-002  0.000000000000000  0.000000000000000 -.4074940551657136E-008 0.6688541664967573E-009 -.5848516115847247E-011
0.2000000000000000E-002 0.2000000000000000E-002 -.2000000000000000E-002  0.000000000000000  0.000000000000000 -.9717505772277590E-008 0.7328054829613961E-009 -.4658953778324815E-010
 0.000000000000000  0.000000000000000 -.4000000000000000E-002  0.000000000000000  0.000000000000000 0.5602312530550435E-008 -.1304195640372541E-009 0.3942060566863859E-010
 0.000000000000000 0.1000000000000000E-002 -.4000000000000000E-002  0.000000000000000  0.000000000000000 -.7185309292001563E-009 -.6646824757261527E-010 -.1315697550907657E-011
 0.000000000000000 0.2000000000000000E-002 -.4000000000000000E-002  0.000000000000000  0.000000000000000 -.6818233311278732E-008 -.2516931107976461E-011 -.4205627512909871E-010
0.1000000000000000E-002  0.000000000000000 -.4000000000000000E-002  0.000000000000000  0.000000000000000 0.4033428285810103E-008 -.1157678952701247E-009 0.3928798952834711E-010
0.1000000000000000E-002 0.1000000000000000E-002 -.4000000000000000E-002  0.000000000000000  0.000000000000000 -.2059438536372582E-008 -.5181660656106146E-010 -.1448341446774748E-011
0.1000000000000000E-002 0.2000000000000000E-002 -.4000000000000000E-002  0.000000000000000  0.000000000000000 -.7931164280883252E-008 0.1213470990357735E-010 -.4218889126939018E-010
0.2000000000000000E-002  0.000000000000000 -.4000000000000000E-002  0.000000000000000  0.000000000000000 0.2556518385876672E-008 -.1011162542585708E-009 0.3915534563248002E-010
0.2000000000000000E-002 0.1000000000000000E-002 -.4000000000000000E-002  0.000000000000000  0.000000000000000 -.3308371826493683E-008 -.3716493779393204E-010 -.1580957587066223E-011
0.2000000000000000E-002 0.2000000000000000E-002 -.4000000000000000E-002  0.000000000000000  0.000000000000000 -.8952120905680871E-008 0.2678637867070677E-010 -.4232153516525727E-010
